id;chapter;index;name;aupadeshik;ganam;padam;settva;karma;kaumudi_dhatu_number;meaning;english_meaning;hindi_meaning
1020030;2;30;नु;णु;अदादि;परस्मैपदी;सेट्;सकर्मकः;1035;स्तुतौ;to praise, to worship;स्तुति करना, प्रार्थना करना
1020031;2;31;क्षु;टुक्षु;अदादि;परस्मैपदी;सेट्;अकर्मकः;1036;शब्दे;to sneeze, to cough;शब्द करना
1020032;2;32;क्ष्णु;क्ष्णु;अदादि;परस्मैपदी;सेट्;सकर्मकः;1037;तेजने;to whet, to sharpen;तीक्ष्ण करना, तेज  करना
1020033;2;33;स्नु;ष्णु;अदादि;परस्मैपदी;सेट्;अकर्मकः;1038;प्रस्रवणे;to ooze, to drip;टपकना, झरना, चूना
1020034;2;34;ऊर्णु;ऊर्णुञ्;अदादि;उभयपदी;सेट्;सकर्मकः;1039;आच्छादने;to cover;ढकना
1020035;2;35;द्यु;द्यु;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1040;अभिगमने;to assail,to attack, to advance towards;शत्रु पर आक्रमण करना, आगे जाना, समीप जाना
1020036;2;36;सु;षु;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1041;प्रसवैश्वर्ययोः;to give birth, to procreate, to become pregnant, to possess power, to possess supremacy;उत्पन्न करना, पैदा करना, जनना, गर्भ धारण करना, अद्भुत सामर्थ्य होना
1020037;2;37;कु;कु;अदादि;परस्मैपदी;अनिट्;अकर्मकः;1042;शब्दे;to hum,to moan,to sound;शब्द करना
1020038;2;38;स्तु;ष्टुञ्;अदादि;उभयपदी;अनिट्;सकर्मकः;1043;स्तुतौ;to pray, to worship, to glorify, to praise;प्रार्थना करना, स्तुति करना, प्रशंसा करना, भजन करना
1020039;2;39;ब्रू;ब्रूञ्;अदादि;उभयपदी;सेट्;द्विकर्मकः;1044;व्यक्तायां वाचि;to speak, to tell, to explain;कहना, बोलना
1020040;2;40;इ;इण्;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1045;गतौ;to go;जाना
1020041;2;41;इ;इङ्;अदादि;आत्मनेपदी;अनिट्;सकर्मकः;1046;अध्ययने;to study, to learn;अध्ययन करना, अभ्यास करना, सीखना
1020042;2;42;इ;इक्;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1047;स्मरणे;to memorize, to think;स्मरण करना, याद करना, चिन्तन करना
1020043;2;43;वी;वी;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1048;गतिव्याप्तिप्रजनकान्त्यसनखादनेषु;to go, to pervade, to surround, to attack, to be pregnant, to conceive, to glow, to shine, to throw, to eat;जनजाति, घेरना, आक्रमण करना, गर्भवती होना, गर्भधारण करना, चमकना, फेंकना, खाना, भक्षण करना
1020044;2;44;या;या;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1049;प्रापणे;to go, to pass;जाना
1020045;2;45;वा;वा;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1050;गतिगन्धनयोः;to go,to blow, to move rapidly;जाना, हवा की तरह तीव्र गति में चलना, बहना, गंध लगना
1020046;2;46;भा;भा;अदादि;परस्मैपदी;अनिट्;अकर्मकः;1051;दीप्तौ;to glow, to shine, to look attractive, to look beautiful;चमकना, प्रकाशित होना, सुन्दर दिखना
1020047;2;47;स्ना;ष्णा;अदादि;परस्मैपदी;अनिट्;अकर्मकः;1052;शौचे;to bathe, to cleanse, to purify;स्नान करना, नहाना, शुद्ध होना
1020048;2;48;श्रा;श्रा;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1053;पाके;to cook, to boil, to exude, to sweat;पकाना, राघना, उबालना, पसीजना, पसीना निकालना
1020049;2;49;द्रा;द्रा;अदादि;परस्मैपदी;अनिट्;अकर्मकः;1054;कुत्सायां गतौ;to be spoiled, to act crucked, to fly, to run away, to sleep;बुरी चाल चलना, भागना, उड़ जाना, सोना
1020050;2;50;प्सा;प्सा;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1055;भक्षणे;to devour,to eat;खाना
1020051;2;51;पा;पा;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1056;रक्षणे;to protect, to preserve;रक्षा करना, पालन करना
1020052;2;52;रा;रा;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1057;दाने;to give, to grant;देना, मिल जाना
1020053;2;53;ला;ला;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1058;आदाने;to accept, to obtain;लेना, ग्रहण करना
1020054;2;54;दा;दाप्;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1059;लवने;to cut;काटना, कतराना
1020055;2;55;ख्या;ख्या;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1060;प्रकथने;to explain, to make famous, to elocute;प्रख्यात करना, कहना, व्याख्यान करना
1020056;2;56;प्रा;प्रा;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1061;पूरणे;to fill, to be satisfied, to be content;भरना, तृप्त होना
1020057;2;57;मा;मा;अदादि;परस्मैपदी;अनिट्;सकर्मकः;1062;माने;to measure,to weigh,to limit,to compare in size;नापना, तौलना, अनुमान से सिद्ध करना
1020058;2;58;वच्;वचँ;अदादि;परस्मैपदी;अनिट्;द्विकर्मकः;1063;परिभाषणे;to speak,to tell, to talk;बोलना, कहना
1020059;2;59;विद्;विदँ;अदादि;परस्मैपदी;सेट्;सकर्मकः;1064;ज्ञाने;to understand, to learn, to know, to realize, to experience, to be sad, to meditate, to think;समझना, जानना, दुःखी होना, ध्यान करना, मनन करना
1020060;2;60;अस्;असँ;अदादि;परस्मैपदी;सेट्;अकर्मकः;1065;भुवि;to be, to exist;होना, रहना
1020061;2;61;मृज्;मृजूँ;अदादि;परस्मैपदी;वेट्;सकर्मकः;1066;शुद्धौ;to cleanse, to purify;धोना, स्वच्छ करना
1020062;2;62;रुद्;रुदिँर्;अदादि;परस्मैपदी;सेट्;अकर्मकः;1067;अश्रुविमोचने;to shed tears,to cry,to weep,to lament;रोना
1020063;2;63;स्वप्;ञिष्वपँ;अदादि;परस्मैपदी;अनिट्;अकर्मकः;1068;शये;to sleep;सोना, निद्रा लेना
1020064;2;64;श्वस्;श्वसँ;अदादि;परस्मैपदी;सेट्;अकर्मकः;1069;प्राणने;to breathe,to live, to inhale;सांस लेना, श्वासोच्छ्वास करना, जीना, जीते रहना
1020065;2;65;अन्;अनँ;अदादि;परस्मैपदी;सेट्;अकर्मकः;1070;प्राणने;to breathe,to live, to inhale, to be able;जीना, श्वासोच्छवास करना, समर्थ होना
1020066;2;66;जक्ष्;जक्षँ;अदादि;परस्मैपदी;सेट्;सकर्मकः;1071;भक्षहसनयोः;to eat,to consume,to laugh;कहना, हसना
1020067;2;67;जागृ;जागृ;अदादि;परस्मैपदी;सेट्;अकर्मकः;1072;निद्राक्षये;to be awake, to abandon sleep, to be watchful;जागना, नींद न लेना
1020068;2;68;दरिद्रा;दरिद्रा;अदादि;परस्मैपदी;सेट्;अकर्मकः;1073;दुर्गतौ;to be poor,to be distressed, to be sad;दरिद्र होना, दुःखित होना, गरीब होना, निर्धन होना
1020069;2;69;चकास्;चकासृँ;अदादि;परस्मैपदी;सेट्;अकर्मकः;1074;दीप्तौ;to shine,to be bright, to be prosperous, to glow;चमकना, प्रकाशित होना
1020070;2;70;शास्;शासुँ;अदादि;परस्मैपदी;सेट्;द्विकर्मकः;1075;अनुशिष्टौ;to order, to tell, to explain, to educate, to inform, to rule, to command to punish;आज्ञा करना, कहना, बोध करना, अधिकार करना, शासन करना, शासक होना
1020071;2;71;दीधी;दीधीङ्;अदादि;आत्मनेपदी;सेट्;सकर्मकः;1076;दीप्तिदेवनयोः;to glow, to shine, to play, to enjoy;चमकना, प्रकाशित होना, खेलना, क्रीड़ा करना
1020072;2;72;वेवी;वेवीङ्;अदादि;आत्मनेपदी;सेट्;सकर्मकः;1077;गतिव्याप्तिप्रजनकान्त्यसनस्वादनेषु;to go, to walk to pervade, to become pregnant, to conceive, to wish, to desire, to send, to eat, to taste;जाना, चलना, व्याप्त होना, गर्भवती होना, इच्छा करना, भेजना, खाना, स्वाद लेना
1020073;2;73;सस्;षसँ;अदादि;परस्मैपदी;सेट्;अकर्मकः;1078;स्वप्ने;to sleep;सोना
1020074;2;74;संस्त्;षस्तिँ;अदादि;परस्मैपदी;सेट्;अकर्मकः;1079;स्वप्ने;to sleep;सोना
1020075;2;75;वश्;वशँ;अदादि;परस्मैपदी;सेट्;सकर्मकः;1080;कान्तौ;to wish,to long for, to desire;इच्छा करना, चाहना
1020076;2;76;चर्करीतं च;-;अदादि;;;;1081;;;
1020077;2;77;ह्नु;ह्नुङ्;अदादि;आत्मनेपदी;अनिट्;सकर्मकः;1082;अपनयने;to hide, to conceal,to take away,to deny;छिपाना, लुकाना, चुराना, ले जाना
1030001;3;1;हु;हु;जुहोतादि;परस्मैपदी;अनिट्;सकर्मकः;1083;दानादानयोः आदाने प्रीणने च;to sacrifice,to eat, to consume;देना, यज्ञ करना, खाना, लेना, भक्षण करना, ग्रहण करना
1030002;3;2;भी;ञिभी;जुहोतादि;परस्मैपदी;अनिट्;अकर्मकः;1084;भये;to fear,to be afraid of,to be anxious about;भय करना, डरना
1030003;3;3;ह्री;ह्री;जुहोतादि;परस्मैपदी;अनिट्;अकर्मकः;1085;लज्जायाम्;to shy, to be ashamed;लज्जित होना, शरमाना
1030004;3;4;पॄ;पॄ;जुहोतादि;परस्मैपदी;सेट्;सकर्मकः;1086;पालनपूरणयोः;to take care, to nurture, to nourish, o provide, to fill;पालन करना, पोषण करना, पूर्ण करना, भरना
1030005;3;5;पृ;पृ;जुहोतादि;परस्मैपदी;सेट्;सकर्मकः;1086P;पालनपूरणयोः;to take care, to nurture, to nourish, o provide, to fill;
1030006;3;6;भृ;डुभृञ्;जुहोतादि;उभयपदी;अनिट्;सकर्मकः;1087;धारणपोषणयोः;to wear, to bear,to support,to nourish,to protect;धारण करना, पोषण करना
1030007;3;7;मा;माङ्;जुहोतादि;आत्मनेपदी;अनिट्;सकर्मकः;1088;माने शब्दे च;to measure,to weigh,to limit,to compare in size,to shine,to appear,to sound;नापना, तौलना, मेमियाना
1030008;3;8;हा;ओँहाङ्;जुहोतादि;आत्मनेपदी;अनिट्;सकर्मकः;1089;गतौ;to go;जाना
1030009;3;9;हा;ओँहाक्;जुहोतादि;परस्मैपदी;अनिट्;सकर्मकः;1090;त्यागे;to abandon,to leave,to desert,to omit,to neglect;त्यागना, छोड़ना, परित्याग करना
1030010;3;10;दा;डुदाञ्;जुहोतादि;उभयपदी;अनिट्;सकर्मकः;1091;दाने;to give, to provide, to donate, to handover;देना, सौंपना
1030011;3;11;धा;डुधाञ्;जुहोतादि;उभयपदी;अनिट्;सकर्मकः;1092;धारणपोषणयोः;to wear, to obey, to wear, to bear,to support,to nourish,to protect;धारण करना, पहनना, पालन करना, देना
1030012;3;12;निज्;णिजिँर्;जुहोतादि;उभयपदी;अनिट्;सकर्मकः;1093;शौचपोषणयोः;to wash,to purify,to cleanse,to nourish, to support;शुद्ध करना, स्वच्छ करना, पालन करना
1030013;3;13;विज्;विजिँर्;जुहोतादि;उभयपदी;अनिट्;अकर्मकः;1094;पृथग्भावे;to split, to separate,to divide,to distinguish,to discern;पृथक करना, अलग होना
1030014;3;14;विष्;विषॢँ;जुहोतादि;उभयपदी;अनिट्;सकर्मकः;1095;व्याप्तौ;to pervade,to spread;फैलना, व्याप्त होना
1030015;3;15;घृ;घृ;जुहोतादि;परस्मैपदी;अनिट्;सकर्मकः;1096;क्षरणदीप्त्योः;to sprinkle,to ooze out, to drip, to shine,to glow;टपकना, क्षरित होना, चमकना, प्रकाशित होना
1030016;3;16;हृ;हृ;जुहोतादि;परस्मैपदी;अनिट्;सकर्मकः;1097;प्रसह्यकरणे;to take forcibly, to rape;बलात्कार करना
1030017;3;17;ऋ;ऋ;जुहोतादि;परस्मैपदी;अनिट्;सकर्मकः;1098;गतौ;to go;जाना
1030018;3;18;सृ;सृ;जुहोतादि;परस्मैपदी;अनिट्;सकर्मकः;1099;गतौ;to go;जाना
1030019;3;19;भस्;भसँ;जुहोतादि;परस्मैपदी;सेट्;अकर्मकः;1100;भर्त्सनदीप्त्योः;to frighten, to censure,to blame,to shine, to insult;भयभीत करना, दोष लगाना, चमकना
1030020;3;20;कि;कि;जुहोतादि;परस्मैपदी;अनिट्;सकर्मकः;1101;ज्ञाने;to know, to understand;जानना, समझना
1030021;3;21;कित्;कितँ;जुहोतादि;परस्मैपदी;अनिट्;सकर्मकः;;ज्ञाने;to know, to understand;
1030022;3;22;तुर्;तुरँ;जुहोतादि;परस्मैपदी;सेट्;अकर्मकः;1102;त्वरणे;to make haste,to be quick;जल्दी करना
1030023;3;23;धिष्;धिषँ;जुहोतादि;परस्मैपदी;सेट्;अकर्मकः;1103;शब्दे;to sound;शब्द करना
1030024;3;24;धन्;धनँ;जुहोतादि;परस्मैपदी;सेट्;अकर्मकः;1104;धान्ये;to bear fruit,to produce crops;उत्पादन करना, पैदा करना
1030025;3;25;जन्;जनँ;जुहोतादि;परस्मैपदी;सेट्;अकर्मकः;1105;जनने;to create, to procreate, to make;उत्पन्न करना, पैदा करना
1030026;3;26;गा;गा;जुहोतादि;परस्मैपदी;अनिट्;सकर्मकः;1106;स्तुतौ;to praise,to acclaim;प्रशंसा करना, सराहना
1040001;4;1;दिव्;दिवुँ;दिवादि;परस्मैपदी;सेट्;सकर्मकः;1107;क्रीडाविजिगीषाव्यवहारद्युतिस्तुतिमोदमदस्वप्नकान्तिगतिषु;to play, to gamble, to dice, to desire to win, to transact, to glow, to shine, to praise, to please, to boast, to sleep, to wish, to go;खेलना, जीतने की इच्छा करना, व्यवहार करना, तेजस्वी होना, चमकना, प्रशंसा करना, स्तुति करना, प्रसन्न होना या करना, गर्व करना, सो जाना, चाहना, जाना
1040002;4;2;सिव्;षिवुँ;दिवादि;परस्मैपदी;सेट्;सकर्मकः;1108;तन्तुसन्ताने;to weave, to sew;सीना, सिलाई करना
1040003;4;3;स्रिव्;स्रिवुँ;दिवादि;परस्मैपदी;सेट्;सकर्मकः;1109;गतिशोषणयोः;to go, to dry up;जाना, शुष्क होना, सूखना
1040004;4;4;ष्ठिव्;ष्ठिवुँ;दिवादि;परस्मैपदी;सेट्;सकर्मकः;1110;निरसने;to spit, to rinse the mouth;थूकना, पानी आदि को मुह से फेंकना
1040005;4;5;स्नुस्;ष्णुसुँ;दिवादि;परस्मैपदी;सेट्;सकर्मकः;1111;अदने आदाने अदर्शने च;to eat, to swallow, to consume, to take, to disappear, to be invisible;खाना, निगलना, ग्रहण करना, लेना, अदर्शन होना, नहीं दिखाई देना
1040006;4;6;स्नस्;ष्णसुँ;दिवादि;परस्मैपदी;सेट्;सकर्मकः;1112;अदने निरसने च;to spit, to rinse the mouth;खाना, निगलना, ग्रहण करना, लेना, अदर्शन होना, नहीं दिखाई देना
1040007;4;7;क्नस्;क्नसुँ;दिवादि;परस्मैपदी;सेट्;अकर्मकः;1113;ह्वरणदीप्त्योः;to be crooked,to shine, to glow;मन से या शरीर से वक्र होना, चमकना
1040008;4;8;व्युष्;व्युषँ;दिवादि;परस्मैपदी;सेट्;सकर्मकः;1114;दाहे;to burn, to set on fire, to fry, to split;जलना, जलाना, भूनना, दग्ध करना, अलग करना
1040009;4;9;प्लुष्;प्लुषँ;दिवादि;परस्मैपदी;सेट्;सकर्मकः;1115;दाहे;to burn, to set on fire, to fry, to split;जलाना, जलना
1040010;4;10;नृत्;नृतीँ;दिवादि;परस्मैपदी;सेट्;अकर्मकः;1116;गात्रविक्षेपे;to dance,to gesticulate, to enact;नाचना, नृत्य करना
1040011;4;11;त्रस्;त्रसीँ;दिवादि;परस्मैपदी;सेट्;अकर्मकः;1117;उद्वेगे;to fear,to tremble;डरना
1040012;4;12;कुथ्;कुथँ;दिवादि;परस्मैपदी;सेट्;अकर्मकः;1118;पूतीभावे;to have rotten smell, to have bad smell;बदबू आना, दुर्गन्ध आना
1040013;4;13;पुथ्;पुथँ;दिवादि;परस्मैपदी;सेट्;सकर्मकः;1119;हिंसायाम्;to kill, to destroy, to hurt;दुःख देना, मारना
1040014;4;14;गुध्;गुधँ;दिवादि;परस्मैपदी;सेट्;सकर्मकः;1120;परिवेष्टने;to surround, to cover;घेरना
1040015;4;15;क्षिप्;क्षिपँ;दिवादि;परस्मैपदी;अनिट्;सकर्मकः;1121;प्रेरणे;to throw;फेकना
1040016;4;16;पुष्प्;पुष्पँ;दिवादि;परस्मैपदी;सेट्;अकर्मकः;1122;विकसने;to blossom, to flourish, to flower;पुष्पयुक्त होना, फूलना, विकसित होना
1040017;4;17;तिम्;तिमँ;दिवादि;परस्मैपदी;सेट्;अकर्मकः;1123;आर्द्रीभावे;to be wet,to be moist;आद्र होना, गीला होना
1040018;4;18;तीम्;तीमँ;दिवादि;परस्मैपदी;सेट्;अकर्मकः;;आर्द्रीभावे;to be wet,to be moist;
1040019;4;19;स्तिम्;ष्टिमँ;दिवादि;परस्मैपदी;सेट्;अकर्मकः;1124;आर्द्रीभावे;to be wet,to be moist;गीला होना, भीगना
1040020;4;20;स्तीम्;ष्टीमँ;दिवादि;परस्मैपदी;सेट्;अकर्मकः;1125;आर्द्रीभावे;to be wet,to be moist;गीला होना, भीगना
1040021;4;21;व्रीड्;व्रीडँ;दिवादि;परस्मैपदी;सेट्;सकर्मकः;1126;चोदने लज्जायां च;to be shy, to inspire;लज्जित होना, शरमाना, प्रेरित करना
1040022;4;22;इष्;इषँ;दिवादि;परस्मैपदी;सेट्;सकर्मकः;1127;गतौ;to go;जाना
1040023;4;23;सह्;षहँ;दिवादि;परस्मैपदी;सेट्;अकर्मकः;1128;चक्यर्थे;to be satisfied, to be patient, to tolerate, to resist;तृप्त होना, सहन करना, प्रतिरोध करना
1040024;4;24;सुह्;षुहँ;दिवादि;परस्मैपदी;सेट्;अकर्मकः;1129;चक्यर्थे;to be satisfied, to be patient, to tolerate, to resist;तृप्त होना, सहन करना, प्रतिरोध करना
1040025;4;25;जॄ;जॄष्;दिवादि;परस्मैपदी;सेट्;अकर्मकः;1130;वयोहानौ;to grow old;जीर्ण होना, वृद्ध होना
1040026;4;26;झॄ;झॄष्;दिवादि;परस्मैपदी;सेट्;अकर्मकः;1131;वयोहानौ;to grow old;वृद्ध होना
1040027;4;27;सू;षूङ्;दिवादि;आत्मनेपदी;वेट्;सकर्मकः;1132;प्राणिप्रसवे;to procreate, to conceive, to give birth;गर्भ धारण करना, जनना, उत्पन्न करना
1040028;4;28;दू;दूङ्;दिवादि;आत्मनेपदी;सेट्;अकर्मकः;1133;परितापे;to feel sad;दुःख देना
1040029;4;29;दी;दीङ्;दिवादि;आत्मनेपदी;अनिट्;अकर्मकः;1134;क्षये;to perish,to decay, to deteriorate;ह्रास होना, झरना, नाश होना
1040030;4;30;डी;डीङ्;दिवादि;आत्मनेपदी;सेट्;अकर्मकः;1135;विहायसा गतौ;to pass through air, to fly;आकाश में उड़ जाना, उड़ना
1040031;4;31;धी;धीङ्;दिवादि;आत्मनेपदी;अनिट्;सकर्मकः;1136;आधारे आदाने अनादरे च;to support,to hold,to take, to despise, to become hidden, to disappear;धारण करना, आधारभूत होना, गुप्त होना, छिप जाना
1040032;4;32;मी;मीङ्;दिवादि;आत्मनेपदी;अनिट्;अकर्मकः;1137;हिंसायाम्;to kill, to die, to leave body;मारना, देह त्याग करना
1040033;4;33;री;रीङ्;दिवादि;आत्मनेपदी;अनिट्;सकर्मकः;1138;स्रवणे;to ooze,to flow;सुनना
1040034;4;34;ली;लीङ्;दिवादि;आत्मनेपदी;अनिट्;अकर्मकः;1139;श्लेषणे;to adhere,to be absorbed,to dissolve, to unite;युक्त होना, मिलना
1040035;4;35;व्री;व्रीङ्;दिवादि;आत्मनेपदी;अनिट्;सकर्मकः;1140;वृणोत्यर्थे;to choose,to select,to find, to glean;पसन्द करना, ढूंढ के निकालना, बीनना
1040036;4;36;पी;पीङ्;दिवादि;आत्मनेपदी;अनिट्;सकर्मकः;1141;पाने;to drink;पीना
1040037;4;37;मा;माङ्;दिवादि;आत्मनेपदी;अनिट्;सकर्मकः;1142;माने;to measure,to weigh,to limit,to compare in size;नापना, तौलना
1040038;4;38;ई;ईङ्;दिवादि;आत्मनेपदी;अनिट्;सकर्मकः;1143;गतौ;to go;जाना
1040039;4;39;प्री;प्रीङ्;दिवादि;आत्मनेपदी;अनिट्;सकर्मकः;1144;प्रीतौ;to please,to love, to show affection;प्रीती करना
1040040;4;40;शो;शो;दिवादि;परस्मैपदी;अनिट्;सकर्मकः;1145;तनूकरणे;to whet,to sharpen;तीक्ष्ण करना, शान धराना, पैदा करना
1040041;4;41;छो;छो;दिवादि;परस्मैपदी;अनिट्;सकर्मकः;1146;छेदने;to cut,to mow;काटना, कतरना
1040042;4;42;सो;षो;दिवादि;परस्मैपदी;अनिट्;सकर्मकः;1147;अन्तकर्मणि;to kill, to destroy, to terminate, to  finish, to end;विध्वंस करना, नष्ट करना, नष्ट होना, मग्न होना
1040043;4;43;दो;दो;दिवादि;परस्मैपदी;अनिट्;सकर्मकः;1148;अवखण्डने;to cut,to mow;कतरना, विभाग करना
1040044;4;44;जन्;जनीँ;दिवादि;आत्मनेपदी;सेट्;अकर्मकः;1149;प्रादुर्भावे;to be born,to become, to come to existence;उत्पन्न करना, पैदा होना
1040045;4;45;दीप्;दीपीँ;दिवादि;आत्मनेपदी;सेट्;अकर्मकः;1150;दीप्तौ;to shine,to burn,to be illustrious, to glow;प्रकाशित होना, चमकना
1040046;4;46;पूर्;पूरीँ;दिवादि;आत्मनेपदी;सेट्;सकर्मकः;1151;आप्यायने;to fill,to complete, to fullfill;पूर्ण करना, भरना
1040047;4;47;तूर्;तूरीँ;दिवादि;आत्मनेपदी;सेट्;सकर्मकः;1152;गतित्वरणहिंसनयोः;to hurry, to destroy, to irritate;जल्दी करना, दुःख देना, सताना
1040048;4;48;धूर्;धूरीँ;दिवादि;आत्मनेपदी;सेट्;सकर्मकः;1153;हिंसागत्योः;to kill, to destroy, to go;मारना, हिंसा करना, जाना
1040049;4;49;गूर्;गूरीँ;दिवादि;आत्मनेपदी;सेट्;सकर्मकः;1154;हिंसागत्योः;to kill, to destroy, to go;मारना, जाना
1040050;4;50;घूर्;घूरीँ;दिवादि;आत्मनेपदी;सेट्;सकर्मकः;1155;हिंसावयोहान्योः;to kill,to torture, to become old;हिंसा करना, दुःख देना, वृद्ध होना
1040051;4;51;जूर्;जूरीँ;दिवादि;आत्मनेपदी;सेट्;सकर्मकः;1156;हिंसावयोहान्योः;to kill,to torture, to become old;हिंसा करना, दुःख देना, वृद्ध होना
1040052;4;52;शूर्;शूरीँ;दिवादि;आत्मनेपदी;सेट्;सकर्मकः;1157;हिंसास्तम्भनयोः;to kill,to torture, to become old;मार डालना, दुःख देना, निश्चल होना
1040053;4;53;चूर्;चूरीँ;दिवादि;आत्मनेपदी;सेट्;सकर्मकः;1158;दाहे;to burn to ashes;जलाना, भस्म करना
1040054;4;54;तप्;तपँ;दिवादि;आत्मनेपदी;अनिट्;अकर्मकः;1159;ऐश्वर्ये;to be powerful;
1040055;4;55;वृत्;वृतुँ;दिवादि;आत्मनेपदी;सेट्;सकर्मकः;1160;वरणे;to choose, to like, to serve, to do employment;पसन्द करना, सेवा करना, नौकरी करना
1040056;4;56;वावृत्;वावृतुँ;दिवादि;आत्मनेपदी;सेट्;सकर्मकः;1160P;वरणे;to choose, to like, to serve, to do employment;
1040057;4;57;क्लिश्;क्लिशँ;दिवादि;आत्मनेपदी;सेट्;अकर्मकः;1161;उपतापे;to be ill, to be sad, to suffer;रोगी होना, दुखी होना, दुःख सहन करना
1040058;4;58;काश्;काशृँ;दिवादि;आत्मनेपदी;सेट्;अकर्मकः;1162;दीप्तौ;to glow, to shine;चमकना
1040059;4;59;वाश्;वाशृँ;दिवादि;आत्मनेपदी;सेट्;अकर्मकः;1163;शब्दे;to howl,to growl,to roar;शब्द करना
1040060;4;60;मृष्;मृषँ;दिवादि;उभयपदी;सेट्;सकर्मकः;1164;तितिक्षायाम्;to tolerate,to bear,to endure,to suffer,to forgive;सहन करना, क्षमा करना
1040061;4;61;शुच्;ईँशुचिँर्;दिवादि;उभयपदी;सेट्;अकर्मकः;1165;पूतीभावे;to be wet,to be clean,to be purified;शुद्ध होना, स्नान करना, पवित्र होना
1040062;4;62;नह्;णहँ;दिवादि;उभयपदी;अनिट्;सकर्मकः;1166;बन्धने;to tie;बांधना
1040063;4;63;रञ्ज्;रन्जँ;दिवादि;उभयपदी;अनिट्;अकर्मकः;1167;रागे;to color, to be involved in, to be attracted to;रंगना, किसी वस्तु में अनुरक्त होना, मोहित होना
1040064;4;64;शप्;शपँ;दिवादि;उभयपदी;अनिट्;सकर्मकः;1168;आक्रोशे;to swear, to take oath, to curse;शपथ करना, श्राप देना
1040065;4;65;पद्;पदँ;दिवादि;आत्मनेपदी;अनिट्;सकर्मकः;1169;गतौ;to go,to attain;जाना
1040066;4;66;खिद्;खिदँ;दिवादि;आत्मनेपदी;अनिट्;अकर्मकः;1170;दैन्ये;to be sad, to be displeased, to be distressed;खिन्न होना, दुःख सहन करना, दीनता प्रकट करना
1040067;4;67;विद्;विदँ;दिवादि;आत्मनेपदी;अनिट्;अकर्मकः;1171;सत्तायाम्;to exist;विद्यमान होना
1040068;4;68;बुध्;बुधँ;दिवादि;आत्मनेपदी;अनिट्;सकर्मकः;1172;अवगमने;to know, to understand;जानना
1040069;4;69;युध्;युधँ;दिवादि;आत्मनेपदी;अनिट्;अकर्मकः;1173;सम्प्रहारे;to fight;लड़ाई करना, युद्ध करना, संग्राम करना
1040070;4;70;रुध्;रुधँ;दिवादि;आत्मनेपदी;अनिट्;अकर्मकः;1174;कामे;to pitty, to be compassionate, to agree, to approve, to mourn, to grieve, to desire, to wish;कृपालु होना, दया करना, अनुमोदन देना, शोक करना, रोना, चाहना
1040071;4;71;अण्;अणँ;दिवादि;आत्मनेपदी;सेट्;अकर्मकः;1175;प्राणने;to live, to breath;जीना
1040072;4;72;अन्;अनँ;दिवादि;आत्मनेपदी;सेट्;अकर्मकः;1175P;प्राणने;to breath,to breathe;
1040073;4;73;मन्;मनँ;दिवादि;आत्मनेपदी;अनिट्;सकर्मकः;1176;ज्ञाने;to believe, to know, to understand, to consider, to think;जानना, समझना
1040074;4;74;युज्;युजँ;दिवादि;आत्मनेपदी;अनिट्;अकर्मकः;1177;समाधौ;to concentrate, to focus, to abstain from senses, to meditate;चित्त स्थिर करना, मन को रोकना
1040075;4;75;सृज्;सृजँ;दिवादि;आत्मनेपदी;अनिट्;अकर्मकः;1178;विसर्गे;to discharge, to let loose, to let off;छोड़ना, विविध प्रकार से उत्पन्न करना, रचना करना
1040076;4;76;लिश्;लिशँ;दिवादि;आत्मनेपदी;अनिट्;अकर्मकः;1179;अल्पीभावे;to decrease,to reduce;कम करना
1040077;4;77;राध्;राधँ;दिवादि;परस्मैपदी;अनिट्;अकर्मकः;1180;वृद्धिसिद्धिद्रोहदैवपर्यालोचनादिषु च;to grow;बढ़ना
1040078;4;78;व्यध्;व्यधँ;दिवादि;परस्मैपदी;अनिट्;सकर्मकः;1181;ताडने;to strike,to hurt,to stab,to pierce, to hit, to cause pain, to pinch;मारना, पीटना, दुःख देना, चुभाना, छेदना
1040079;4;79;पुष्;पुषँ;दिवादि;परस्मैपदी;अनिट्;अकर्मकः;1182;पुष्टौ;to nurture, to nourish, to maintain,to promote,to bring up,to support;पालन करना, पोषण करना
1040080;4;80;शुष्;शुषँ;दिवादि;परस्मैपदी;अनिट्;अकर्मकः;1183;शोषणे;to become dry;शुष्क होना, सूखना
1040081;4;81;तुष्;तुषँ;दिवादि;परस्मैपदी;अनिट्;अकर्मकः;1184;प्रीतौ;to be pleased, to be delighted, to be happy;संतुष्ट होना, खुश होना
